FSA,HR_UID,Prov,ENGNAME,FRENAME,EstimatedPop,fk_healthregion_id,fk_province_id
L4K,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L4L,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,55275,68,35
L4L,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L4M,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,46117,59,35
L4N,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,98115,59,35
L4P,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,,38,35
L4P,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,29089,68,35
L4R,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,18249,59,35
L4S,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,35745,68,35
L4T,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,37835,55,35
L4T,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L4V,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,630,55,35
L4V,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L4W,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,20856,55,35
L4W,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L4X,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,18080,55,35
L4X,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L4Y,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,24435,55,35
L4Z,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,38113,55,35
L5A,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,46683,55,35
L5B,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,63231,55,35
L5C,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,29557,55,35
L5E,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,12768,55,35
L5E,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L5G,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,20166,55,35
L5H,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,18025,55,35
L5J,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,,43,35
L5J,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,27610,55,35
L5K,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,,43,35
L5K,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,14011,55,35
L5L,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,,43,35
L5L,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,43204,55,35
L5M,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,,43,35
L5M,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,104038,55,35
L5N,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,,43,35
L5N,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,84039,55,35
L5P,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,0,55,35
L5R,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,37123,55,35
L5S,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,4,55,35
L5T,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,9,55,35
L5V,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,50849,55,35
L5W,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,24865,55,35
L6A,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,86270,68,35
L6B,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,30048,68,35
L6B,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L6C,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,49582,68,35
L6E,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,37007,68,35
L6E,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L6G,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,6691,68,35
L6H,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,60924,43,35
L6H,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,,55,35
L6J,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,24550,43,35
L6J,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,,55,35
L6K,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,12821,43,35
L6L,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,29843,43,35
L6M,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,65084,43,35
L6P,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,82137,55,35
L6P,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,,68,35
L6R,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,88009,55,35
L6S,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,52234,55,35
L6T,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,38219,55,35
L6T,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,,68,35
L6T,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L6V,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,41411,55,35
L6W,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,21783,55,35
L6X,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,,43,35
L6X,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,67239,55,35
L6Y,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,87193,55,35
L6Z,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,32064,55,35
L7A,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,,43,35
L7A,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,80259,55,35
L7B,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,12765,68,35
L7C,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,,43,35
L7C,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,23413,55,35
L7E,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,32836,55,35
L7E,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,186,68,35
L7G,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,44895,43,35
L7G,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,,55,35
L7J,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,11747,43,35
L7J,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,614,66,35
L7K,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,8324,55,35
L7K,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,,66,35
L7L,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,46992,43,35
L7M,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,47716,43,35
L7N,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,12848,43,35
L7P,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,30354,43,35
L7P,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,,44,35
L7R,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,15685,43,35
L7S,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,12209,43,35
L7T,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,17153,43,35
L7T,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,,44,35
L8B,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,,43,35
L8B,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,14637,44,35
L8E,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,39485,44,35
L8E,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,,51,35
L8G,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,20299,44,35
L8H,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,25018,44,35
L8J,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,23340,44,35
L8J,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,,51,35
L8K,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,30436,44,35
L8L,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,28958,44,35
L8M,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,14810,44,35
L8N,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,12403,44,35
L8P,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,19976,44,35
L8R,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,9552,44,35
L8S,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,13401,44,35
L8T,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,18260,44,35
L8V,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,18279,44,35
L8W,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,25662,44,35
L9A,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,24113,44,35
L9B,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,24014,44,35
L9C,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,39205,44,35
L9E,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,12369,43,35
L9E,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,,55,35
L9G,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,,36,35
L9G,3534,35,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,,41,35
L9G,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,23566,44,35
L9H,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,,43,35
L9H,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,29674,44,35
L9J,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,739,59,35
L9K,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,13710,44,35
L9L,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,13582,38,35
L9M,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,14834,59,35
L9N,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,11661,68,35
L9P,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,16154,38,35
L9R,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,20668,59,35
L9R,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,197,66,35
L9S,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,28600,59,35
L9T,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,92567,43,35
L9V,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,,59,35
L9V,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,5875,66,35
L9W,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,,55,35
L9W,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,211,59,35
L9W,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,42562,66,35
L9X,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,5140,59,35
L9Y,3533,35,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,1790,40,35
L9Y,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,22042,59,35
L9Z,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,20600,59,35
M1B,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,60543,64,35
M1C,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,34834,64,35
M1E,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,41601,64,35
M1G,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,29876,64,35
M1H,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,26183,64,35
M1J,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,33733,64,35
M1K,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,45438,64,35
M1L,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,33445,64,35
M1M,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,21796,64,35
M1N,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,21473,64,35
M1P,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,41512,64,35
M1R,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,27555,64,35
M1S,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,37283,64,35
M1T,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,29148,64,35
M1V,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,50999,64,35
M1W,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,46533,64,35
M1X,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,15138,64,35
M2H,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,22910,64,35
M2J,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,56742,64,35
M2K,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,23152,64,35
M2L,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,12409,64,35
M2M,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,32737,64,35
M2N,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,70438,64,35
M2P,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,7729,64,35
M2R,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,39123,64,35
M3A,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,30455,64,35
M3B,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,11339,64,35
M3C,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,32492,64,35
M3H,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,36394,64,35
M3J,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,23885,64,35
M3K,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,6242,64,35
M3L,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,17439,64,35
M3M,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,23519,64,35
M3N,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,36326,64,35
M4A,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,14990,64,35
M4B,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,18426,64,35
M4C,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,46785,64,35
M4E,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,24198,64,35
M4G,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,17903,64,35
M4H,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,20095,64,35
M4J,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,36310,64,35
M4K,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,30792,64,35
M4L,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,33434,64,35
M4M,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,23957,64,35
M4N,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,14887,64,35
M4P,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,22908,64,35
M4R,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,11223,64,35
M4S,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,24857,64,35
M4T,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,11087,64,35
M4V,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,16904,64,35
M4W,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,12801,64,35
M4X,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,20342,64,35
M4Y,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,29876,64,35
M5A,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,40351,64,35
M5B,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,12014,64,35
M5C,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,3050,64,35
M5E,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,7493,64,35
M5G,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,6162,64,35
M5H,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,866,64,35
M5J,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,16007,64,35
M5K,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,2,64,35
M5L,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,0,64,35
M5M,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,25499,64,35
M5N,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,16361,64,35
M5P,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,18926,64,35
M5R,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,28455,64,35
M5S,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,13035,64,35
M5T,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,17302,64,35
M5V,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,48426,64,35
M5X,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,0,64,35
M6A,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,20348,64,35
M6B,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,27978,64,35
M6C,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,23086,64,35
M6E,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,38137,64,35
M6G,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,32268,64,35
M6H,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,45169,64,35
M6J,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,32829,64,35
M6K,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,41566,64,35
M6L,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,22044,64,35
M6M,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,41235,64,35
M6N,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,40292,64,35
M6P,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,40072,64,35
M6R,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,19432,64,35
M6S,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,34173,64,35
M7A,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,8126,64,35
M7R,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,0,55,35
M7Y,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,0,64,35
M8V,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,35713,64,35
M8W,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,,55,35
M8W,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,20742,64,35
M8X,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,9924,64,35
M8Y,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,21887,64,35
M8Z,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,18644,64,35
M9A,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,35295,64,35
M9B,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,31062,64,35
M9C,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,,55,35
M9C,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,37109,64,35
M9L,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,12090,64,35
M9M,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,20007,64,35
M9N,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,23433,64,35
M9P,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,20780,64,35
M9R,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,33722,64,35
M9V,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,55935,64,35
M9W,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,40630,64,35
N0A,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,740,36,35
N0A,3534,35,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,24863,41,35
N0A,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,38,44,35
N0A,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,358,51,35
N0B,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,1438,36,35
N0B,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,506,43,35
N0B,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,1001,44,35
N0B,3539,35,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,923,46,35
N0B,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,32341,65,35
N0B,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,29786,66,35
N0B,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,3700,60,35
N0C,3533,35,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,9458,40,35
N0C,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,131,59,35
N0C,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,143,66,35
N0E,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,9080,36,35
N0E,3534,35,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,18950,41,35
N0E,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,,44,35
N0E,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,154,60,35
N0G,3533,35,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,19623,40,35
N0G,3539,35,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,10568,46,35
N0G,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,,65,35
N0G,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,16832,66,35
N0H,3533,35,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,39276,40,35
N0J,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,930,36,35
N0J,3534,35,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,2215,41,35
N0J,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,85,50,35
N0J,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,76,65,35
N0J,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,24165,60,35
N0K,3539,35,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,14376,46,35
N0K,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,413,65,35
N0K,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,,60,35
N0L,3540,35,Chatham-Kent Health Unit,Circonscription sanitaire de Chatham-Kent,422,37,35
N0L,3542,35,Lambton Health Unit,Circonscription sanitaire de Lambton,55,48,35
N0L,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,26561,50,35
N0L,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,16329,60,35
N0M,3539,35,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,20012,46,35
N0M,3542,35,Lambton Health Unit,Circonscription sanitaire de Lambton,7251,48,35
N0M,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,20297,50,35
N0M,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,3322,60,35
N0N,3542,35,Lambton Health Unit,Circonscription sanitaire de Lambton,37685,48,35
N0N,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,69,50,35
N0P,3540,35,Chatham-Kent Health Unit,Circonscription sanitaire de Chatham-Kent,26670,37,35
N0P,3542,35,Lambton Health Unit,Circonscription sanitaire de Lambton,3904,48,35
N0P,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,5820,67,35
N0R,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,40352,67,35
N1A,3534,35,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,11456,41,35
N1A,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,63,51,35
N1C,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,3839,66,35
