id,code,eng_name,fre_name,estimated_pop,fk_healthregion_id,fk_province_id
1022,L6V,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,41411,55,35
1023,L6W,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,21783,55,35
1024,L6X,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,0,43,35
1025,L6X,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,67239,55,35
1026,L6Y,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,87193,55,35
1027,L6Z,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,32064,55,35
1028,L7A,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,0,43,35
1029,L7A,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,80259,55,35
1030,L7B,York Regional Health Unit,Circonscription sanitaire regionale de York,12765,68,35
1031,L7C,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,0,43,35
1032,L7C,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,23413,55,35
1033,L7E,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,32836,55,35
1034,L7E,York Regional Health Unit,Circonscription sanitaire regionale de York,186,68,35
1035,L7G,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,44895,43,35
1036,L7G,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,0,55,35
1037,L7J,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,11747,43,35
1038,L7J,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,614,66,35
1039,L7K,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,8324,55,35
1040,L7K,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,0,66,35
1041,L7L,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,46992,43,35
1042,L7M,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,47716,43,35
1043,L7N,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,12848,43,35
1044,L7P,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,30354,43,35
1045,L7P,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,0,44,35
1046,L7R,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,15685,43,35
1047,L7S,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,12209,43,35
1048,L7T,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,17153,43,35
1049,L7T,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,0,44,35
1050,L8B,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,0,43,35
1051,L8B,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,14637,44,35
1052,L8E,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,39485,44,35
1053,L8E,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,0,51,35
1054,L8G,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,20299,44,35
1055,L8H,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,25018,44,35
1056,L8J,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,23340,44,35
1057,L8J,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,0,51,35
1058,L8K,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,30436,44,35
1059,L8L,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,28958,44,35
1060,L8M,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,14810,44,35
1061,L8N,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,12403,44,35
1062,L8P,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,19976,44,35
1063,L8R,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,9552,44,35
1064,L8S,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,13401,44,35
1065,L8T,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,18260,44,35
1066,L8V,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,18279,44,35
1067,L8W,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,25662,44,35
1068,L9A,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,24113,44,35
1069,L9B,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,24014,44,35
1070,L9C,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,39205,44,35
1071,L9E,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,12369,43,35
1072,L9E,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,0,55,35
1073,L9G,Brant County Health Unit,Circonscription sanitaire du comte de Brant,0,36,35
1074,L9G,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,0,41,35
1075,L9G,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,23566,44,35
1076,L9H,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,0,43,35
1077,L9H,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,29674,44,35
1078,L9J,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,739,59,35
1079,L9K,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,13710,44,35
1080,L9L,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,13582,38,35
1081,L9M,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,14834,59,35
1082,L9N,York Regional Health Unit,Circonscription sanitaire regionale de York,11661,68,35
1083,L9P,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,16154,38,35
1084,L9R,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,20668,59,35
1085,L9R,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,197,66,35
1086,L9S,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,28600,59,35
1087,L9T,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,92567,43,35
1088,L9V,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,0,59,35
1089,L9V,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,5875,66,35
1090,L9W,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,0,55,35
1091,L9W,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,211,59,35
1092,L9W,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,42562,66,35
1093,L9X,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,5140,59,35
1094,L9Y,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,1790,40,35
1095,L9Y,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,22042,59,35
1096,L9Z,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,20600,59,35
1097,M1B,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,60543,64,35
1098,M1C,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,34834,64,35
1099,M1E,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,41601,64,35
1100,M1G,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,29876,64,35
1101,M1H,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,26183,64,35
1102,M1J,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,33733,64,35
1103,M1K,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,45438,64,35
1104,M1L,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,33445,64,35
1105,M1M,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,21796,64,35
1106,M1N,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,21473,64,35
1107,M1P,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,41512,64,35
1108,M1R,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,27555,64,35
1109,M1S,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,37283,64,35
1110,M1T,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,29148,64,35
1111,M1V,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,50999,64,35
1112,M1W,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,46533,64,35
1113,M1X,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,15138,64,35
1114,M2H,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,22910,64,35
1115,M2J,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,56742,64,35
1116,M2K,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,23152,64,35
1117,M2L,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,12409,64,35
1118,M2M,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,32737,64,35
1119,M2N,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,70438,64,35
1120,M2P,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,7729,64,35
1121,M2R,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,39123,64,35
1122,M3A,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,30455,64,35
1123,M3B,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,11339,64,35
1124,M3C,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,32492,64,35
1125,M3H,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,36394,64,35
1126,M3J,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,23885,64,35
1127,M3K,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,6242,64,35
1128,M3L,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,17439,64,35
1129,M3M,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,23519,64,35
1130,M3N,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,36326,64,35
1131,M4A,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,14990,64,35
1132,M4B,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,18426,64,35
1133,M4C,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,46785,64,35
1134,M4E,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,24198,64,35
1135,M4G,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,17903,64,35
1136,M4H,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,20095,64,35
1137,M4J,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,36310,64,35
1138,M4K,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,30792,64,35
1139,M4L,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,33434,64,35
1140,M4M,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,23957,64,35
1141,M4N,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,14887,64,35
1142,M4P,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,22908,64,35
1143,M4R,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,11223,64,35
1144,M4S,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,24857,64,35
1145,M4T,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,11087,64,35
1146,M4V,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,16904,64,35
1147,M4W,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,12801,64,35
1148,M4X,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,20342,64,35
1149,M4Y,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,29876,64,35
1150,M5A,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,40351,64,35
1151,M5B,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,12014,64,35
1152,M5C,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,3050,64,35
1153,M5E,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,7493,64,35
1154,M5G,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,6162,64,35
1155,M5H,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,866,64,35
1156,M5J,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,16007,64,35
1157,M5K,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,2,64,35
1158,M5L,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
1159,M5M,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,25499,64,35
1160,M5N,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,16361,64,35
1161,M5P,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,18926,64,35
1162,M5R,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,28455,64,35
1163,M5S,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,13035,64,35
1164,M5T,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,17302,64,35
1165,M5V,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,48426,64,35
1166,M5X,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
1167,M6A,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,20348,64,35
1168,M6B,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,27978,64,35
1169,M6C,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,23086,64,35
1170,M6E,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,38137,64,35
1171,M6G,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,32268,64,35
1172,M6H,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,45169,64,35
1173,M6J,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,32829,64,35
1174,M6K,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,41566,64,35
1175,M6L,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,22044,64,35
1176,M6M,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,41235,64,35
1177,M6N,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,40292,64,35
1178,M6P,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,40072,64,35
1179,M6R,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,19432,64,35
1180,M6S,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,34173,64,35
1181,M7A,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,8126,64,35
1182,M7R,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,0,55,35
1183,M7Y,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
1184,M8V,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,35713,64,35
1185,M8W,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,0,55,35
1186,M8W,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,20742,64,35
1187,M8X,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,9924,64,35
1188,M8Y,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,21887,64,35
1189,M8Z,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,18644,64,35
1190,M9A,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,35295,64,35
1191,M9B,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,31062,64,35
1192,M9C,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,0,55,35
1193,M9C,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,37109,64,35
1194,M9L,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,12090,64,35
1195,M9M,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,20007,64,35
1196,M9N,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,23433,64,35
1197,M9P,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,20780,64,35
1198,M9R,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,33722,64,35
1199,M9V,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,55935,64,35
1200,M9W,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,40630,64,35
1201,N0A,Brant County Health Unit,Circonscription sanitaire du comte de Brant,740,36,35
1202,N0A,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,24863,41,35
1203,N0A,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,38,44,35
1204,N0A,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,358,51,35
1205,N0B,Brant County Health Unit,Circonscription sanitaire du comte de Brant,1438,36,35
1206,N0B,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,506,43,35
1207,N0B,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,1001,44,35
1208,N0B,Huron Perth Public Health Unit,Circonscription sanitaire du comte de Huron Perth,923,46,35
1209,N0B,Waterloo Health Unit,Circonscription sanitaire de Waterloo,32341,65,35
1210,N0B,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,29786,66,35
1211,N0B,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,3700,60,35
1212,N0C,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,9458,40,35
1213,N0C,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,131,59,35
1214,N0C,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,143,66,35
1215,N0E,Brant County Health Unit,Circonscription sanitaire du comte de Brant,9080,36,35
1216,N0E,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,18950,41,35
1217,N0E,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,0,44,35
1218,N0E,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,154,60,35
1219,N0G,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,19623,40,35
1220,N0G,Huron Perth Public Health Unit,Circonscription sanitaire du comte de Huron Perth,10568,46,35
1221,N0G,Waterloo Health Unit,Circonscription sanitaire de Waterloo,0,65,35
1222,N0G,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,16832,66,35
1223,N0H,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,39276,40,35
1224,N0J,Brant County Health Unit,Circonscription sanitaire du comte de Brant,930,36,35
1225,N0J,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,2215,41,35
1226,N0J,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,85,50,35
1227,N0J,Waterloo Health Unit,Circonscription sanitaire de Waterloo,76,65,35
1228,N0J,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,24165,60,35
1229,N0K,Huron Perth Public Health Unit,Circonscription sanitaire du comte de Huron Perth,14376,46,35
1230,N0K,Waterloo Health Unit,Circonscription sanitaire de Waterloo,413,65,35
1231,N0K,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,0,60,35
1232,N0L,Chatham-Kent Health Unit,Circonscription sanitaire de Chatham-Kent,422,37,35
1233,N0L,Lambton Health Unit,Circonscription sanitaire de Lambton,55,48,35
1234,N0L,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,26561,50,35
1235,N0L,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,16329,60,35
1236,N0M,Huron Perth Public Health Unit,Circonscription sanitaire du comte de Huron Perth,20012,46,35
1237,N0M,Lambton Health Unit,Circonscription sanitaire de Lambton,7251,48,35
1238,N0M,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,20297,50,35
1239,N0M,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,3322,60,35
1240,N0N,Lambton Health Unit,Circonscription sanitaire de Lambton,37685,48,35
1241,N0N,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,69,50,35
1242,N0P,Chatham-Kent Health Unit,Circonscription sanitaire de Chatham-Kent,26670,37,35
1243,N0P,Lambton Health Unit,Circonscription sanitaire de Lambton,3904,48,35
1244,N0P,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comte d'Essex,5820,67,35
1245,N0R,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comte d'Essex,40352,67,35
1246,N1A,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,11456,41,35
1247,N1A,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,63,51,35
1248,N1C,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,3839,66,35
1249,N1E,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,41140,66,35
1250,N1G,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,27139,66,35
1251,N1H,Waterloo Health Unit,Circonscription sanitaire de Waterloo,22,65,35
1252,N1H,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,40298,66,35
1253,N1K,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,9208,66,35
1254,N1L,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,14305,66,35
1255,N1M,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,14732,66,35
1256,N1P,Waterloo Health Unit,Circonscription sanitaire de Waterloo,6770,65,35
1257,N1R,Brant County Health Unit,Circonscription sanitaire du comte de Brant,0,36,35
1258,N1R,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,461,44,35
1259,N1R,Waterloo Health Unit,Circonscription sanitaire de Waterloo,40957,65,35
1260,N1S,Waterloo Health Unit,Circonscription sanitaire de Waterloo,19366,65,35
1261,N1T,Waterloo Health Unit,Circonscription sanitaire de Waterloo,18005,65,35
1262,N1T,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,0,66,35
1263,N2A,Waterloo Health Unit,Circonscription sanitaire de Waterloo,29371,65,35
1264,N2B,Waterloo Health Unit,Circonscription sanitaire de Waterloo,16766,65,35
1265,N2C,Waterloo Health Unit,Circonscription sanitaire de Waterloo,16290,65,35
1266,N2E,Waterloo Health Unit,Circonscription sanitaire de Waterloo,39906,65,35
1267,N2G,Waterloo Health Unit,Circonscription sanitaire de Waterloo,13453,65,35
1268,N2H,Waterloo Health Unit,Circonscription sanitaire de Waterloo,20649,65,35
1269,N2J,Waterloo Health Unit,Circonscription sanitaire de Waterloo,19243,65,35
1270,N2K,Waterloo Health Unit,Circonscription sanitaire de Waterloo,26329,65,35
1271,N2L,Waterloo Health Unit,Circonscription sanitaire de Waterloo,28202,65,35
1272,N2M,Waterloo Health Unit,Circonscription sanitaire de Waterloo,32952,65,35
1273,N2N,Waterloo Health Unit,Circonscription sanitaire de Waterloo,26422,65,35
1274,N2P,Waterloo Health Unit,Circonscription sanitaire de Waterloo,19582,65,35
1275,N2R,Waterloo Health Unit,Circonscription sanitaire de Waterloo,11784,65,35
1276,N2T,Waterloo Health Unit,Circonscription sanitaire de Waterloo,19202,65,35
1277,N2V,Waterloo Health Unit,Circonscription sanitaire de Waterloo,16427,65,35
1278,N2Z,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,10481,40,35
1279,N2Z,Huron Perth Public Health Unit,Circonscription sanitaire du comte de Huron Perth,60,46,35
1280,N3A,Huron Perth Public Health Unit,Circonscription sanitaire du comte de Huron Perth,0,46,35
1281,N3A,Waterloo Health Unit,Circonscription sanitaire de Waterloo,15490,65,35
1282,N3A,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,0,60,35
1283,N3B,Waterloo Health Unit,Circonscription sanitaire de Waterloo,11752,65,35
1284,N3C,Waterloo Health Unit,Circonscription sanitaire de Waterloo,25393,65,35
1285,N3C,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,691,66,35
1286,N3E,Waterloo Health Unit,Circonscription sanitaire de Waterloo,295,65,35
1287,N3H,Waterloo Health Unit,Circonscription sanitaire de Waterloo,21484,65,35
1288,N3L,Brant County Health Unit,Circonscription sanitaire du comte de Brant,13312,36,35
1289,N3L,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,112,60,35
1290,N3P,Brant County Health Unit,Circonscription sanitaire du comte de Brant,8650,36,35
1291,N3R,Brant County Health Unit,Circonscription sanitaire du comte de Brant,35938,36,35
1292,N3S,Brant County Health Unit,Circonscription sanitaire du comte de Brant,26718,36,35
1293,N3T,Brant County Health Unit,Circonscription sanitaire du comte de Brant,30829,36,35
1294,N3T,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,17,44,35
1295,N3V,Brant County Health Unit,Circonscription sanitaire du comte de Brant,1793,36,35
1296,N3W,Brant County Health Unit,Circonscription sanitaire du comte de Brant,913,36,35
1297,N3W,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,12074,41,35
1298,N3W,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,102,44,35
1299,N3Y,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,20537,41,35
1300,N4B,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,6793,41,35
1301,N4G,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,423,41,35
1302,N4G,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,17395,60,35
1303,N4K,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,27329,40,35
1304,N4L,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,7399,40,35
1305,N4N,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,8876,40,35
1306,N4S,Brant County Health Unit,Circonscription sanitaire du comte de Brant,0,36,35
1307,N4S,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,31023,60,35
1308,N4T,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,10593,60,35
1309,N4V,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,3028,60,35
1310,N4W,Huron Perth Public Health Unit,Circonscription sanitaire du comte de Huron Perth,8393,46,35
1311,N4W,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,184,66,35
1312,N4X,Huron Perth Public Health Unit,Circonscription sanitaire du comte de Huron Perth,4114,46,35
1313,N4X,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,333,50,35
1314,N4X,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,100,60,35
1315,N4Z,Huron Perth Public Health Unit,Circonscription sanitaire du comte de Huron Perth,3018,46,35
1316,N5A,Huron Perth Public Health Unit,Circonscription sanitaire du comte de Huron Perth,29291,46,35
1317,N5C,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,0,50,35
1318,N5C,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,14700,60,35
1319,N5H,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,14578,60,35
1320,N5L,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,2750,60,35
